area_code,migrant?,male?,muslim?,age,value
1,true,true,false,62,60.1
1,true,true,false,63,60.1
1,true,true,false,64,60.1
1,true,true,false,65,20.866666666666667
1,true,true,false,66,20.866666666666667
1,true,true,false,67,20.866666666666667
1,true,true,false,68,20.866666666666667
1,true,true,false,69,20.866666666666667
1,true,true,false,70,20.866666666666667
1,true,true,false,71,20.866666666666667
1,true,true,false,72,20.866666666666667
1,true,true,false,73,20.866666666666667
1,true,true,false,74,20.866666666666667
1,true,true,false,75,20.866666666666667
1,true,true,false,76,20.866666666666667
1,true,true,false,77,20.866666666666667
1,true,true,false,78,20.866666666666667
1,true,true,false,79,20.866666666666667
1,true,true,false,80,1.15
1,true,true,false,81,1.15
1,true,true,false,82,1.15
1,true,true,false,83,1.15
1,true,true,false,84,1.15
1,true,true,false,85,1.15
1,true,true,false,86,1.15
1,true,true,false,87,1.15
1,true,true,false,88,1.15
1,true,true,false,89,1.15
1,true,true,false,90,1.15
1,true,true,false,91,1.15
1,true,true,false,92,1.15
1,true,true,false,93,1.15
1,true,true,false,94,1.15
1,true,true,false,95,1.15
1,true,true,false,96,1.15
1,true,true,false,97,1.15
1,true,true,false,98,1.15
1,true,true,false,99,1.15
1,true,true,false,100,1.15
1,true,true,false,101,1.15
1,true,true,false,102,1.15
1,true,true,false,103,1.15
1,true,true,false,104,1.15
1,true,true,false,105,1.15
1,true,true,false,106,1.15
1,true,true,false,107,1.15
1,true,true,false,108,1.15
1,true,true,false,109,1.15
1,true,true,false,110,1.15
1,true,true,false,111,1.15
1,true,true,false,112,1.15
1,true,true,false,113,1.15
1,true,true,false,114,1.15
1,true,true,false,115,1.15
1,true,true,false,116,1.15
1,true,true,false,117,1.15
1,true,true,false,118,1.15
1,true,true,false,119,1.15
1,true,true,true,16,506
1,true,true,true,17,506
1,true,true,true,18,542.8571428571429
1,true,true,true,19,542.8571428571429
1,true,true,true,20,542.8571428571429
1,true,true,true,21,542.8571428571429
1,true,true,true,22,542.8571428571429
1,true,true,true,23,542.8571428571429
1,true,true,true,24,542.8571428571429
1,true,true,true,25,812.4666666666667
1,true,true,true,26,812.4666666666667
1,true,true,true,27,812.4666666666667
1,true,true,true,28,812.4666666666667
1,true,true,true,29,812.4666666666667
1,true,true,true,30,812.4666666666667
1,true,true,true,31,812.4666666666667
1,true,true,true,32,812.4666666666667
1,true,true,true,33,812.4666666666667
1,true,true,true,34,812.4666666666667
1,true,true,true,35,812.4666666666667
1,true,true,true,36,812.4666666666667
1,true,true,true,37,812.4666666666667
1,true,true,true,38,812.4666666666667
1,true,true,true,39,812.4666666666667
1,true,true,true,40,812.4666666666667
1,true,true,true,41,812.4666666666667
1,true,true,true,42,812.4666666666667
1,true,true,true,43,812.4666666666667
1,true,true,true,44,812.4666666666667
1,true,true,true,45,812.4666666666667
1,true,true,true,46,812.4666666666667
1,true,true,true,47,812.4666666666667
1,true,true,true,48,812.4666666666667
1,true,true,true,49,812.4666666666667
1,true,true,true,50,812.4666666666667
1,true,true,true,51,812.4666666666667
1,true,true,true,52,812.4666666666667
1,true,true,true,53,812.4666666666667
1,true,true,true,54,812.4666666666667
1,true,true,true,55,284
1,true,true,true,56,284
1,true,true,true,57,284
1,true,true,true,58,284
1,true,true,true,59,284
1,true,true,true,60,284
1,true,true,true,61,284
1,true,true,true,62,284
1,true,true,true,63,284
1,true,true,true,64,284
1,true,true,true,65,133.13333333333333
1,true,true,true,66,133.13333333333333
1,true,true,true,67,133.13333333333333
1,true,true,true,68,133.13333333333333
1,true,true,true,69,133.13333333333333
1,true,true,true,70,133.13333333333333
1,true,true,true,71,133.13333333333333
1,true,true,true,72,133.13333333333333
1,true,true,true,73,133.13333333333333
1,true,true,true,74,133.13333333333333
1,true,true,true,75,133.13333333333333
1,true,true,true,76,133.13333333333333
1,true,true,true,77,133.13333333333333
1,true,true,true,78,133.13333333333333
1,true,true,true,79,133.13333333333333
1,true,true,true,80,8.15
1,true,true,true,81,8.15
1,true,true,true,82,8.15
1,true,true,true,83,8.15
1,true,true,true,84,8.15
1,true,true,true,85,8.15
1,true,true,true,86,8.15
1,true,true,true,87,8.15
1,true,true,true,88,8.15
1,true,true,true,89,8.15
1,true,true,true,90,8.15
1,true,true,true,91,8.15
1,true,true,true,92,8.15
1,true,true,true,93,8.15
1,true,true,true,94,8.15
1,true,true,true,95,8.15
1,true,true,true,96,8.15
1,true,true,true,97,8.15
1,true,true,true,98,8.15
1,true,true,true,99,8.15
1,true,true,true,100,8.15
1,true,true,true,101,8.15
1,true,true,true,102,8.15
1,true,true,true,103,8.15
1,true,true,true,104,8.15
1,true,true,true,105,8.15
1,true,true,true,106,8.15
1,true,true,true,107,8.15
1,true,true,true,108,8.15
1,true,true,true,109,8.15
1,true,true,true,110,8.15
1,true,true,true,111,8.15
1,true,true,true,112,8.15
1,true,true,true,113,8.15
1,true,true,true,114,8.15
1,true,true,true,115,8.15
1,true,true,true,116,8.15
1,true,true,true,117,8.15
1,true,true,true,118,8.15
1,true,true,true,119,8.15
2,false,false,false,16,117.33333333333333
2,false,false,false,17,117.33333333333333
2,false,false,false,18,197.71428571428572
2,false,false,false,19,197.71428571428572
2,false,false,false,20,197.71428571428572
2,false,false,false,21,197.71428571428572
2,false,false,false,22,197.71428571428572
2,false,false,false,23,197.71428571428572
2,false,false,false,24,197.71428571428572
2,false,false,false,25,215.13333333333333
2,false,false,false,26,215.13333333333333
2,false,false,false,27,215.13333333333333
2,false,false,false,28,215.13333333333333
2,false,false,false,29,215.13333333333333
2,false,false,false,30,215.13333333333333
2,false,false,false,31,215.13333333333333
2,false,false,false,32,215.13333333333333
2,false,false,false,33,215.13333333333333
2,false,false,false,34,215.13333333333333
2,false,false,false,35,215.13333333333333
2,false,false,false,36,215.13333333333333
2,false,false,false,37,215.13333333333333
2,false,false,false,38,215.13333333333333
2,false,false,false,39,215.13333333333333
2,false,false,false,40,215.13333333333333
2,false,false,false,41,215.13333333333333
2,false,false,false,42,215.13333333333333
2,false,false,false,43,215.13333333333333
2,false,false,false,44,215.13333333333333
2,false,false,false,45,215.13333333333333
2,false,false,false,46,215.13333333333333
2,false,false,false,47,215.13333333333333
2,false,false,false,48,215.13333333333333
2,false,false,false,49,215.13333333333333
2,false,false,false,50,215.13333333333333
2,false,false,false,51,215.13333333333333
2,false,false,false,52,215.13333333333333
2,false,false,false,53,215.13333333333333
2,false,false,false,54,215.13333333333333
2,false,false,false,55,290.2
2,false,false,false,56,290.2
2,false,false,false,57,290.2
2,false,false,false,58,290.2
2,false,false,false,59,290.2
2,false,false,false,60,290.2
2,false,false,false,61,290.2
2,false,false,false,62,290.2
2,false,false,false,63,290.2
2,false,false,false,64,290.2
2,false,false,false,65,338.8
2,false,false,false,66,338.8
2,false,false,false,67,338.8
2,false,false,false,68,338.8
2,false,false,false,69,338.8
2,false,false,false,70,338.8
2,false,false,false,71,338.8
2,false,false,false,72,338.8
2,false,false,false,73,338.8
2,false,false,false,74,338.8
